source	srcwords	target	targwords	nlinks	links_per_word
12-1:21	5107	12-1:24	6899	36068	3.0041645843744793
12-1:21	5107	12-1:16	7002	33368	2.755636303575853
12-1:21	5107	12-1:11	6884	32053	2.6730881494454173
12-1:21	5107	12-1:17	6181	29392	2.603827072997874
12-1:21	5107	12-1:13	6733	29524	2.4935810810810812
12-1:21	5107	12-2:22	4284	22753	2.422851666489192
12-1:21	5107	12-1:08	4584	22605	2.3325766174801363
12-1:21	5107	12-1:14	4275	21443	2.2855467917288426
12-1:21	5107	12-1:10	4786	22368	2.2609926210451836
12-1:21	5107	12-1:23	7356	27971	2.24432319666212
12-1:21	5107	12-1:18	5047	22257	2.1919440614536145
12-1:21	5107	12-1:06	4275	20303	2.1640375186527394
12-1:21	5107	12-2:05	4297	20332	2.162058698426202
12-1:21	5107	12-2:04	7326	26345	2.118957612804633
12-1:21	5107	12-2:17	5319	21923	2.102723959332438
12-1:21	5107	12-1:04	4363	19666	2.076663146779303
12-1:21	5107	12-1:19	3479	17807	2.0739576054041464
12-1:21	5107	12-2:24	4681	19853	2.028299959133633
12-1:21	5107	12-1:09	5820	21488	1.9665049876452823
12-1:21	5107	12-2:10	4983	19279	1.9107036669970268
12-1:21	5107	12-2:16	4187	17686	1.9029481385840328
12-1:21	5107	12-2:11	5444	19620	1.85953938015354
12-1:21	5107	12-2:15	4811	18166	1.831619278080258
12-1:21	5107	12-2:13	3794	16296	1.8308055274688237
12-1:21	5107	12-1:07	3883	16038	1.7839822024471634
12-1:21	5107	12-2:19	5230	18153	1.7561187965560607
12-1:21	5107	12-1:02	6853	20954	1.7520066889632107
12-1:21	5107	12-2:23	3231	14334	1.7191172943151836
12-1:21	5107	12-1:03	3701	14972	1.6998183469573116
12-1:21	5107	12-2:08	5024	16984	1.6764386536373508
12-1:21	5107	12-2:18	3754	14572	1.6445096490238122
12-1:21	5107	12-1:12	3777	14190	1.5972534894191805
12-1:21	5107	12-2:02	3799	14039	1.5763530204356613
12-1:21	5107	12-2:14	4623	15177	1.559815005138746
12-1:21	5107	12-2:21	3744	12919	1.4596090837193538
12-1:21	5107	12-2:12	3865	12953	1.443713776192599
12-1:21	5107	12-2:07	2910	11270	1.4057627541474367
12-1:21	5107	12-2:01	3780	12387	1.3938336896590526
12-1:21	5107	12-2:09	4825	13387	1.3478654853000402
12-1:21	5107	12-2:03	4274	12559	1.3387698539601323
12-1:21	5107	12-2:06	2890	10526	1.316243591346755
12-1:21	5107	12-2:20	3390	10667	1.2553842532658586
12-2:21	3744	12-2:17	5319	39462	4.354187355180404
12-2:21	3744	12-2:18	3754	32174	4.291010936249666
12-2:21	3744	12-2:16	4187	31722	3.9997478249905436
12-2:21	3744	12-2:19	5230	31155	3.471696010697571
12-2:21	3744	12-2:22	4284	25503	3.1767563527653215
12-2:21	3744	12-2:20	3390	22199	3.1117185309784134
12-2:21	3744	12-2:23	3231	20830	2.986379928315412
12-2:21	3744	12-2:15	4811	24044	2.81052016364699
12-2:21	3744	12-2:01	3780	19420	2.5810738968633706
12-2:21	3744	12-2:04	7326	26788	2.419873532068654
12-2:21	3744	12-2:02	3799	18134	2.4040832559989394
12-2:21	3744	12-2:24	4681	19797	2.349792284866469
12-2:21	3744	12-1:24	6899	24576	2.3091233674715776
12-2:21	3744	12-2:08	5024	20102	2.292655109489051
12-2:21	3744	12-2:14	4623	18272	2.1838173777937135
12-2:21	3744	12-1:07	3883	16645	2.182378392552773
12-2:21	3744	12-2:03	4274	17358	2.16487902220005
12-2:21	3744	12-1:10	4786	18368	2.153341148886284
12-2:21	3744	12-1:06	4275	16920	2.1099887766554435
12-2:21	3744	12-2:07	2910	13862	2.0832581905620677
12-2:21	3744	12-1:09	5820	19860	2.0765370138017567
12-2:21	3744	12-2:13	3794	15299	2.0295834438843197
12-2:21	3744	12-1:01	5183	17889	2.0039206900414475
12-2:21	3744	12-2:06	2890	12853	1.9374434730177872
12-2:21	3744	12-1:23	7356	21406	1.9284684684684685
12-2:21	3744	12-2:10	4983	16075	1.8419846453535007
12-2:21	3744	12-1:19	3479	12324	1.706216253634224
12-2:21	3744	12-1:05	7356	18848	1.698018018018018
12-2:21	3744	12-1:03	3701	12410	1.666890530557421
12-2:21	3744	12-2:05	4297	13356	1.6609874393732122
12-2:21	3744	12-2:11	5444	15236	1.6582498911623857
12-2:21	3744	12-1:14	4275	13203	1.6464646464646464
12-2:21	3744	12-1:04	4363	13193	1.6273590724065623
12-2:21	3744	12-1:11	6884	16635	1.565205118554761
12-2:21	3744	12-1:15	6096	15340	1.5589430894308942
12-2:21	3744	12-1:22	4350	12513	1.5459599703484062
12-2:21	3744	12-1:02	6853	16260	1.5343965273190525
12-2:21	3744	12-1:13	6733	15870	1.5147465877636728
12-2:21	3744	12-1:21	5107	13227	1.4944074115919106
12-2:21	3744	12-1:18	5047	13063	1.4859515413491071
12-2:21	3744	12-1:08	4584	12261	1.4722622478386167
12-2:21	3744	12-2:09	4825	11881	1.3865095110281247
12-2:21	3744	12-1:17	6181	13515	1.3617128463476071
12-2:21	3744	12-1:16	7002	14617	1.3602270612320864
12-2:21	3744	12-1:20	4112	10122	1.2884419551934827
12-2:21	3744	12-1:12	3777	8872	1.1796303683020875
12-2:21	3744	12-2:12	3865	8457	1.111446970692601
12-1:22	4350	12-1:24	6899	43846	3.8977686905502713
12-1:22	4350	12-1:21	5107	31736	3.355821084910648
12-1:22	4350	12-1:17	6181	34979	3.3215269205203684
12-1:22	4350	12-1:05	7356	37783	3.2276610285323764
12-1:22	4350	12-1:01	5183	30460	3.195216615965593
12-1:22	4350	12-1:06	4275	26558	3.0791884057971015
12-1:22	4350	12-1:20	4112	25095	2.965610966674545
12-1:22	4350	12-1:16	7002	32503	2.8631959126145174
12-1:22	4350	12-1:15	6096	29862	2.858701895462378
12-1:22	4350	12-1:11	6884	31973	2.846092220046288
12-1:22	4350	12-1:18	5047	26651	2.8361179099712674
12-1:22	4350	12-1:07	3883	22536	2.73727681282643
12-1:22	4350	12-1:08	4584	24378	2.7286769644056412
12-1:22	4350	12-1:09	5820	27739	2.7275319567354965
12-1:22	4350	12-1:19	3479	20042	2.5599693447439007
12-1:22	4350	12-1:23	7356	29714	2.5383563984281565
12-1:22	4350	12-1:13	6733	27916	2.5188125958675447
12-1:22	4350	12-1:10	4786	22110	2.4200963222416814
12-1:22	4350	12-2:22	4284	19530	2.261987491313412
12-1:22	4350	12-2:24	4681	20328	2.250913520097442
12-1:22	4350	12-2:11	5444	21599	2.205329793751276
12-1:22	4350	12-2:04	7326	25535	2.1869647139431314
12-1:22	4350	12-2:13	3794	17805	2.1862721021611002
12-1:22	4350	12-1:04	4363	18701	2.146333065534259
12-1:22	4350	12-1:03	3701	17122	2.1266923363557324
12-1:22	4350	12-2:15	4811	18626	2.033184150201943
12-1:22	4350	12-2:01	3780	16431	2.0210332103321034
12-1:22	4350	12-2:17	5319	19478	2.014479263626021
12-1:22	4350	12-1:14	4275	17257	2.0008115942028986
12-1:22	4350	12-2:19	5230	19121	1.995929018789144
12-1:22	4350	12-2:16	4187	17013	1.9928546327749794
12-1:22	4350	12-2:05	4297	17067	1.9737481207355152
12-1:22	4350	12-2:10	4983	18280	1.9586413800492875
12-1:22	4350	12-2:18	3754	15366	1.896100691016782
12-1:22	4350	12-1:02	6853	21098	1.8832455592252075
12-1:22	4350	12-2:23	3231	14157	1.8674317372378315
12-1:22	4350	12-2:14	4623	16706	1.8618076451576953
12-1:22	4350	12-2:02	3799	15132	1.8569149588906615
12-1:22	4350	12-2:03	4274	15394	1.7850185528756957
12-1:22	4350	12-2:12	3865	13989	1.7028606208155812
12-1:22	4350	12-1:12	3777	13790	1.6968130921619293
12-1:22	4350	12-2:08	5024	15626	1.6669511414550886
12-1:22	4350	12-2:21	3744	12460	1.5394119100568322
12-1:22	4350	12-2:06	2890	10653	1.4714088397790055
12-1:22	4350	12-2:07	2910	10560	1.4545454545454546
12-1:22	4350	12-2:09	4825	13325	1.452316076294278
12-1:22	4350	12-2:20	3390	11115	1.436046511627907
12-2:22	4284	12-2:17	5319	48999	5.102467978756638
12-2:22	4284	12-2:19	5230	43002	4.519865461425268
12-2:22	4284	12-2:16	4187	34592	4.083579270452131
12-2:22	4284	12-2:24	4681	35467	3.9561628555493584
12-2:22	4284	12-2:18	3754	30931	3.848096541428216
12-2:22	4284	12-2:20	3390	27471	3.5797498045347926
12-2:22	4284	12-2:23	3231	25791	3.431936127744511
12-2:22	4284	12-1:10	4786	31043	3.422601984564498
12-2:22	4284	12-2:21	3744	25436	3.168410563029397
12-2:22	4284	12-2:08	5024	28883	3.1030296519123333
12-2:22	4284	12-2:04	7326	34812	2.9984496124031006
12-2:22	4284	12-2:15	4811	27204	2.9910940076965367
12-2:22	4284	12-2:13	3794	22994	2.8464966575885122
12-2:22	4284	12-2:11	5444	27282	2.8044819078947367
12-2:22	4284	12-2:14	4623	23943	2.688110474907376
12-2:22	4284	12-1:24	6899	30023	2.6846999910578555
12-2:22	4284	12-1:05	7356	29315	2.518470790378007
12-2:22	4284	12-2:02	3799	20167	2.494989484102437
12-2:22	4284	12-1:21	5107	23238	2.474496858694495
12-2:22	4284	12-1:04	4363	20953	2.4231525384526424
12-2:22	4284	12-1:15	6096	24970	2.4055876685934487
12-2:22	4284	12-1:14	4275	20583	2.4048370136698214
12-2:22	4284	12-2:10	4983	22127	2.3877198661918637
12-2:22	4284	12-1:17	6181	24355	2.327281414237936
12-2:22	4284	12-1:22	4350	19895	2.3042622191336575
12-2:22	4284	12-1:13	6733	25311	2.2974493963874014
12-2:22	4284	12-2:01	3780	18278	2.2666170634920637
12-2:22	4284	12-1:09	5820	22784	2.254948535233571
12-2:22	4284	12-1:11	6884	25158	2.252686246418338
12-2:22	4284	12-2:07	2910	15982	2.221573533500139
12-2:22	4284	12-1:07	3883	17900	2.1917472756214034
12-2:22	4284	12-2:03	4274	18065	2.1108903949520914
12-2:22	4284	12-1:23	7356	24370	2.093642611683849
12-2:22	4284	12-1:16	7002	23592	2.0903774587985113
12-2:22	4284	12-1:19	3479	15674	2.019064794538194
12-2:22	4284	12-1:01	5183	19095	2.0170064434350903
12-2:22	4284	12-1:06	4275	16566	1.9355064844023835
12-2:22	4284	12-2:12	3865	15291	1.8764265554055712
12-2:22	4284	12-1:03	3701	14534	1.8201628052598622
12-2:22	4284	12-1:18	5047	16957	1.8172757475083057
12-2:22	4284	12-1:08	4584	16109	1.816531348669373
12-2:22	4284	12-2:05	4297	15452	1.8007225265120614
12-2:22	4284	12-2:06	2890	12778	1.7811541678282687
12-2:22	4284	12-1:20	4112	14929	1.7781086231538827
12-2:22	4284	12-1:02	6853	18012	1.6173116638232918
12-2:22	4284	12-2:09	4825	14168	1.5553847842792843
12-2:22	4284	12-1:12	3777	10772	1.3363106314353057
12-1:23	7356	12-1:24	6899	53380	3.744650999649246
12-1:23	7356	12-1:05	7356	53064	3.606851549755302
12-1:23	7356	12-1:09	5820	44631	3.387295081967213
12-1:23	7356	12-1:01	5183	42304	3.373793763458011
12-1:23	7356	12-1:10	4786	40088	3.3015977598418713
12-1:23	7356	12-1:11	6884	46556	3.26938202247191
12-1:23	7356	12-2:04	7326	46626	3.1757253780138948
12-1:23	7356	12-1:08	4584	34820	2.916247906197655
12-1:23	7356	12-1:13	6733	40226	2.8551352118674145
12-1:23	7356	12-1:17	6181	38450	2.840363448326808
12-1:23	7356	12-1:07	3883	31619	2.813328587952665
12-1:23	7356	12-1:16	7002	37429	2.6068393926730744
12-1:23	7356	12-2:15	4811	31404	2.5810799704117695
12-1:23	7356	12-1:03	3701	28422	2.570498326851768
12-1:23	7356	12-1:22	4350	29892	2.5535622757560223
12-1:23	7356	12-2:24	4681	30491	2.533106255711556
12-1:23	7356	12-1:15	6096	33715	2.506318763009218
12-1:23	7356	12-1:20	4112	28245	2.4629403557725844
12-1:23	7356	12-2:10	4983	29961	2.4281546316557256
12-1:23	7356	12-1:04	4363	28442	2.426998890690332
12-1:23	7356	12-1:02	6853	34127	2.4017875994088254
12-1:23	7356	12-2:17	5319	30053	2.371045364891519
12-1:23	7356	12-1:14	4275	27405	2.356203249935517
12-1:23	7356	12-2:18	3754	25851	2.3268226822682267
12-1:23	7356	12-2:13	3794	25805	2.3143497757847533
12-1:23	7356	12-1:21	5107	28817	2.3122041242076548
12-1:23	7356	12-1:06	4275	26849	2.308399965609148
12-1:23	7356	12-2:08	5024	28465	2.2992730210016155
12-1:23	7356	12-1:19	3479	24845	2.2930318412551913
12-1:23	7356	12-2:11	5444	28974	2.26359375
12-1:23	7356	12-1:18	5047	28033	2.2601789889542854
12-1:23	7356	12-2:20	3390	22898	2.1308393820956635
12-1:23	7356	12-2:03	4274	24687	2.1226999140154774
12-1:23	7356	12-2:22	4284	24330	2.0902061855670104
12-1:23	7356	12-2:12	3865	23391	2.0845735674182335
12-1:23	7356	12-2:19	5230	25659	2.0386937867471793
12-1:23	7356	12-2:16	4187	23313	2.019665598198042
12-1:23	7356	12-2:05	4297	23177	1.988929889298893
12-1:23	7356	12-2:14	4623	22799	1.9032473495283413
12-1:23	7356	12-2:23	3231	19509	1.8427316520260697
12-1:23	7356	12-2:21	3744	20372	1.8353153153153152
12-1:23	7356	12-2:09	4825	22286	1.8295706428043674
12-1:23	7356	12-2:02	3799	19683	1.7645002241147467
12-1:23	7356	12-2:06	2890	17050	1.6640640249853602
12-1:23	7356	12-1:12	3777	17106	1.5365130692535705
12-1:23	7356	12-2:07	2910	15735	1.532729398012858
12-1:23	7356	12-2:01	3780	14505	1.3025323275862069
12-2:23	3231	12-2:19	5230	42132	4.979553244297365
12-2:23	3231	12-2:17	5319	37115	4.34093567251462
12-2:23	3231	12-2:16	4187	26986	3.6379077918576437
12-2:23	3231	12-2:22	4284	25818	3.4355289421157686
12-2:23	3231	12-2:13	3794	22880	3.2569395017793594
12-2:23	3231	12-2:15	4811	25388	3.1569261377766726
12-2:23	3231	12-2:04	7326	33034	3.129108648290234
12-2:23	3231	12-1:24	6899	31532	3.1127344521224085
12-2:23	3231	12-2:21	3744	20989	3.0091756272401433
12-2:23	3231	12-2:01	3780	20826	2.970474967907574
12-2:23	3231	12-2:24	4681	23217	2.9344034378159756
12-2:23	3231	12-2:18	3754	20220	2.894774516821761
12-2:23	3231	12-2:20	3390	18574	2.8053164174595984
12-2:23	3231	12-1:10	4786	21365	2.664961955843832
12-2:23	3231	12-2:08	5024	21241	2.573107207752877
12-2:23	3231	12-2:05	4297	19310	2.5650903294367695
12-2:23	3231	12-2:11	5444	20881	2.4070317002881843
12-2:23	3231	12-1:01	5183	20088	2.3874494889469933
12-2:23	3231	12-2:03	4274	17202	2.2920719520319786
12-2:23	3231	12-2:07	2910	14068	2.2908321120338706
12-2:23	3231	12-2:02	3799	15673	2.2294452347083924
12-2:23	3231	12-2:14	4623	17507	2.229055258467023
12-2:23	3231	12-1:09	5820	20146	2.2258313998453207
12-2:23	3231	12-2:10	4983	18017	2.1934502069637203
12-2:23	3231	12-1:14	4275	15963	2.1266986410871302
12-2:23	3231	12-2:06	2890	12865	2.101780754778631
12-2:23	3231	12-1:07	3883	13904	1.9544560022490862
12-2:23	3231	12-1:22	4350	14742	1.9445983379501386
12-2:23	3231	12-1:18	5047	15780	1.9062575501328822
12-2:23	3231	12-1:23	7356	19812	1.8713516576933975
12-2:23	3231	12-1:03	3701	12942	1.8669936526255049
12-2:23	3231	12-1:05	7356	19183	1.811939170681024
12-2:23	3231	12-1:21	5107	14629	1.7544974814104102
12-2:23	3231	12-2:09	4825	13416	1.6653426017874875
12-2:23	3231	12-2:12	3865	11784	1.6606538895152199
12-2:23	3231	12-1:15	6096	15236	1.63353704299346
12-2:23	3231	12-1:04	4363	12280	1.6170661048195945
12-2:23	3231	12-1:02	6853	16291	1.6155295517651727
12-2:23	3231	12-1:06	4275	11904	1.5859312549960032
12-2:23	3231	12-1:08	4584	12279	1.5712092130518234
12-2:23	3231	12-1:19	3479	10398	1.5496274217585693
12-2:23	3231	12-1:11	6884	14446	1.428175976272862
12-2:23	3231	12-1:13	6733	13308	1.3356081894821357
12-2:23	3231	12-1:20	4112	8963	1.220618275909029
12-2:23	3231	12-1:17	6181	11264	1.1967700807479813
12-2:23	3231	12-1:16	7002	11161	1.0906869930616632
12-2:23	3231	12-1:12	3777	6662	0.9506278538812786
12-1:24	6899	12-1:01	5183	60940	5.043866909452078
12-1:24	6899	12-2:04	7326	62330	4.381722319859403
12-1:24	6899	12-1:10	4786	50229	4.298587933247753
12-1:24	6899	12-1:09	5820	51718	4.066200172969573
12-1:24	6899	12-1:22	4350	43386	3.8568761667703795
12-1:24	6899	12-1:18	5047	45566	3.8143311568725933
12-1:24	6899	12-1:23	7356	54305	3.8095405121010173
12-1:24	6899	12-2:15	4811	42578	3.6360375747224594
12-1:24	6899	12-2:17	5319	41388	3.387461122933377
12-1:24	6899	12-2:19	5230	40634	3.3501525270014016
12-1:24	6899	12-2:10	4983	39681	3.339589294731527
12-1:24	6899	12-1:05	7356	47234	3.3135040336723955
12-1:24	6899	12-1:06	4275	36935	3.305441202792196
12-1:24	6899	12-2:16	4187	36622	3.303445787479704
12-1:24	6899	12-1:15	6096	42691	3.285186610234706
12-1:24	6899	12-1:19	3479	33556	3.23337830025053
12-1:24	6899	12-2:08	5024	38221	3.2056529396963853
12-1:24	6899	12-1:02	6853	43112	3.1349621873182083
12-1:24	6899	12-2:24	4681	36110	3.118307426597582
12-1:24	6899	12-1:11	6884	42831	3.107523761155046
12-1:24	6899	12-1:21	5107	36280	3.021822422122272
12-1:24	6899	12-2:23	3231	30447	3.0056268509378086
12-1:24	6899	12-2:14	4623	33655	2.920933865648325
12-1:24	6899	12-2:13	3794	31018	2.9007762087346864
12-1:24	6899	12-2:11	5444	35720	2.893947986713117
12-1:24	6899	12-1:08	4584	33210	2.8921013672385265
12-1:24	6899	12-1:03	3701	29462	2.779433962264151
12-1:24	6899	12-1:14	4275	31034	2.7773402541614463
12-1:24	6899	12-1:17	6181	35450	2.7102446483180427
12-1:24	6899	12-2:18	3754	28364	2.662536374730123
12-1:24	6899	12-2:03	4274	29667	2.655240311465139
12-1:24	6899	12-2:22	4284	29458	2.6341768756147723
12-1:24	6899	12-2:01	3780	27082	2.5360052439366982
12-1:24	6899	12-1:20	4112	27720	2.5174825174825175
12-1:24	6899	12-1:07	3883	26985	2.5027824151363385
12-1:24	6899	12-1:13	6733	34113	2.5024207746478875
12-1:24	6899	12-2:12	3865	26404	2.452991452991453
12-1:24	6899	12-1:16	7002	33991	2.4452197683619885
12-1:24	6899	12-2:20	3390	24926	2.4225872290796
12-1:24	6899	12-2:05	4297	26747	2.388978206502322
12-1:24	6899	12-2:02	3799	24686	2.3075341185268274
12-1:24	6899	12-2:06	2890	22563	2.3049341097149862
12-1:24	6899	12-1:04	4363	25832	2.2937311312377906
12-1:24	6899	12-2:21	3744	23826	2.2386545147045007
12-1:24	6899	12-2:07	2910	21347	2.1762666938525843
12-1:24	6899	12-2:09	4825	23776	2.0279767997270555
12-1:24	6899	12-1:12	3777	16807	1.5742787560884226
12-2:24	4681	12-2:19	5230	43539	4.392997679346181
12-2:24	4681	12-2:16	4187	37620	4.2422192151556155
12-2:24	4681	12-2:17	5319	41472	4.1472
12-2:24	4681	12-2:22	4284	35384	3.946904629113218
12-2:24	4681	12-2:02	3799	31486	3.7129716981132077
12-2:24	4681	12-2:04	7326	44430	3.7003414674773047
12-2:24	4681	12-2:15	4811	32810	3.4565950273914874
12-2:24	4681	12-2:11	5444	34945	3.451358024691358
12-2:24	4681	12-2:08	5024	31316	3.2267903142709944
12-2:24	4681	12-1:24	6899	36877	3.1845423143350606
12-2:24	4681	12-2:18	3754	26517	3.143687018375815
12-2:24	4681	12-2:13	3794	26283	3.1012389380530974
12-2:24	4681	12-1:01	5183	30456	3.0875912408759123
12-2:24	4681	12-1:09	5820	32112	3.057994476716503
12-2:24	4681	12-1:10	4786	28529	3.013520650681314
12-2:24	4681	12-2:14	4623	27542	2.960232158211522
12-2:24	4681	12-2:23	3231	23018	2.909251769464105
12-2:24	4681	12-2:01	3780	23993	2.8357168183429855
12-2:24	4681	12-2:07	2910	20854	2.7472006323277567
12-2:24	4681	12-2:20	3390	21981	2.7234543427084623
12-2:24	4681	12-2:03	4274	24348	2.71892797319933
12-2:24	4681	12-2:10	4983	25940	2.6841887417218544
12-2:24	4681	12-1:05	7356	31319	2.6018941596743375
12-2:24	4681	12-1:07	3883	22186	2.590611863615133
12-2:24	4681	12-1:23	7356	31114	2.58486333804104
12-2:24	4681	12-1:14	4275	21808	2.435015631978562
12-2:24	4681	12-1:02	6853	27459	2.3807005375411827
12-2:24	4681	12-2:21	3744	19878	2.359406528189911
12-2:24	4681	12-2:05	4297	20949	2.3333704611272
12-2:24	4681	12-1:22	4350	21065	2.33252131546894
12-2:24	4681	12-1:03	3701	18873	2.251610594130279
12-2:24	4681	12-1:18	5047	21426	2.2025082236842106
12-2:24	4681	12-1:13	6733	24995	2.1898545645698264
12-2:24	4681	12-1:04	4363	18936	2.0937638213180008
12-2:24	4681	12-1:21	5107	20279	2.0718226399673068
12-2:24	4681	12-1:08	4584	18804	2.0295736643281166
12-2:24	4681	12-1:15	6096	21812	2.0239398719495223
12-2:24	4681	12-1:16	7002	23623	2.0219977745442095
12-2:24	4681	12-1:11	6884	23207	2.006658019887592
12-2:24	4681	12-1:06	4275	17782	1.9854845913354175
12-2:24	4681	12-2:06	2890	15018	1.9836217144366661
12-2:24	4681	12-1:17	6181	21401	1.9702633032590684
12-2:24	4681	12-1:19	3479	15859	1.9435049019607844
12-2:24	4681	12-2:12	3865	15934	1.8644980107652702
12-2:24	4681	12-2:09	4825	17163	1.8054912686724174
12-2:24	4681	12-1:20	4112	13867	1.5770499260775617
12-2:24	4681	12-1:12	3777	10316	1.219673681721447
